,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation,diff_to_ave
537,female,23296.0,1067.0,543.0,524.0,0.47,0.24,0.74,0.49,2017,washington,0.64,-8.0
538,male,20615.0,1085.0,539.0,546.0,0.54,0.24,0.72,0.58,2017,washington,0.64,10.0
539,total,2406.0,1086.0,558.0,528.0,0.46,0.17,0.82,0.47,2017,west-virginia,0.14,0.0
540,native,3.0,,,,,,,,2017,west-virginia,0.14,
541,asian,69.0,1195.0,584.0,610.0,0.64,0.14,0.81,0.68,2017,west-virginia,0.14,109.0
542,black,134.0,978.0,503.0,475.0,0.26,0.41,0.56,0.29,2017,west-virginia,0.14,-108.0
543,latino,96.0,1047.0,540.0,508.0,0.44,0.27,0.73,0.44,2017,west-virginia,0.14,-39.0
544,pacific,2.0,,,,,,,,2017,west-virginia,0.14,
545,white,1931.0,1093.0,562.0,530.0,0.47,0.15,0.84,0.48,2017,west-virginia,0.14,7.0
546,multi,122.0,1088.0,565.0,523.0,0.42,0.12,0.86,0.43,2017,west-virginia,0.14,2.0
547,no_race,49.0,1048.0,549.0,499.0,0.27,0.27,0.73,0.27,2017,west-virginia,0.14,-38.0
548,female,1453.0,1068.0,555.0,513.0,0.4,0.17,0.82,0.41,2017,west-virginia,0.14,-18.0
549,male,953.0,1113.0,563.0,550.0,0.54,0.16,0.82,0.56,2017,west-virginia,0.14,27.0
550,total,1780.0,1291.0,642.0,649.0,0.85,0.04,0.94,0.88,2017,wisconsin,0.03,0.0
551,native,4.0,,,,,,,,2017,wisconsin,0.03,
552,asian,302.0,1292.0,608.0,684.0,0.82,0.03,0.86,0.94,2017,wisconsin,0.03,1.0
553,black,65.0,1059.0,534.0,525.0,0.48,0.25,0.74,0.49,2017,wisconsin,0.03,-232.0
554,latino,80.0,1226.0,616.0,609.0,0.83,0.08,0.93,0.83,2017,wisconsin,0.03,-65.0
555,pacific,1.0,,,,,,,,2017,wisconsin,0.03,
556,white,1223.0,1313.0,660.0,653.0,0.89,0.02,0.97,0.89,2017,wisconsin,0.03,22.0
557,multi,65.0,1307.0,660.0,647.0,0.89,0.02,0.98,0.89,2017,wisconsin,0.03,16.0
558,no_race,40.0,1118.0,550.0,568.0,0.55,0.18,0.73,0.65,2017,wisconsin,0.03,-173.0
559,female,932.0,1273.0,641.0,632.0,0.83,0.03,0.95,0.85,2017,wisconsin,0.03,-18.0
560,male,848.0,1311.0,643.0,668.0,0.88,0.04,0.93,0.91,2017,wisconsin,0.03,20.0
561,total,144.0,1230.0,626.0,604.0,0.79,0.06,0.94,0.79,2017,wyoming,0.03,0.0
562,native,0.0,,,,,,,,2017,wyoming,0.03,
563,asian,7.0,,,,,,,,2017,wyoming,0.03,
564,black,1.0,,,,,,,,2017,wyoming,0.03,
565,latino,13.0,1161.0,582.0,578.0,0.69,0.08,0.92,0.69,2017,wyoming,0.03,-69.0
566,pacific,0.0,,,,,,,,2017,wyoming,0.03,
567,white,113.0,1235.0,630.0,604.0,0.81,0.04,0.96,0.81,2017,wyoming,0.03,5.0
568,multi,5.0,,,,,,,,2017,wyoming,0.03,
569,no_race,5.0,,,,,,,,2017,wyoming,0.03,
570,female,88.0,1218.0,623.0,596.0,0.76,0.07,0.93,0.76,2017,wyoming,0.03,-12.0
571,male,56.0,1249.0,631.0,617.0,0.84,0.04,0.96,0.84,2017,wyoming,0.03,19.0
572,total,2136539.0,1068.0,536.0,531.0,0.47,0.27,0.7,0.49,2018,all,,0.0
573,native,10946.0,949.0,480.0,469.0,0.24,0.5,0.48,0.26,2018,all,,-119.0
574,asian,217971.0,1223.0,588.0,635.0,0.75,0.1,0.85,0.81,2018,all,,155.0
575,black,263318.0,946.0,483.0,463.0,0.21,0.49,0.5,0.23,2018,all,,-122.0
576,latino,499442.0,990.0,501.0,489.0,0.31,0.4,0.58,0.33,2018,all,,-78.0
577,pacific,5620.0,986.0,498.0,489.0,0.31,0.4,0.57,0.33,2018,all,,-82.0
578,white,930825.0,1123.0,566.0,557.0,0.59,0.16,0.82,0.61,2018,all,,55.0
579,multi,77078.0,1101.0,558.0,543.0,0.52,0.2,0.78,0.54,2018,all,,33.0
580,no_race,131339.0,954.0,472.0,481.0,0.26,0.51,0.44,0.31,2018,all,,-114.0
581,female,1117329.0,1061.0,539.0,522.0,0.44,0.27,0.72,0.46,2018,all,,-7.0
582,male,1018459.0,1076.0,534.0,542.0,0.5,0.28,0.69,0.53,2018,all,,8.0
583,total,2878.0,1166.0,595.0,571.0,0.62,0.13,0.85,0.63,2018,alabama,0.06,0.0
584,native,10.0,1149.0,591.0,558.0,0.5,0.1,0.9,0.5,2018,alabama,0.06,-17.0
585,asian,271.0,1315.0,635.0,681.0,0.87,0.02,0.93,0.93,2018,alabama,0.06,149.0
586,black,662.0,996.0,516.0,480.0,0.28,0.36,0.63,0.29,2018,alabama,0.06,-170.0
587,latino,153.0,1145.0,585.0,560.0,0.59,0.15,0.84,0.59,2018,alabama,0.06,-21.0
588,pacific,2.0,,,,,,,,2018,alabama,0.06,
589,white,1623.0,1217.0,622.0,594.0,0.73,0.05,0.94,0.74,2018,alabama,0.06,51.0
590,multi,98.0,1156.0,595.0,561.0,0.61,0.12,0.88,0.61,2018,alabama,0.06,-10.0
591,no_race,59.0,1069.0,551.0,518.0,0.42,0.32,0.66,0.44,2018,alabama,0.06,-97.0
592,female,1709.0,1142.0,589.0,553.0,0.56,0.14,0.85,0.57,2018,alabama,0.06,-24.0
593,male,1169.0,1201.0,603.0,599.0,0.71,0.12,0.86,0.72,2018,alabama,0.06,35.0
594,total,3334.0,1106.0,562.0,544.0,0.54,0.17,0.82,0.56,2018,alaska,0.43,0.0
595,native,230.0,998.0,500.0,498.0,0.32,0.37,0.6,0.34,2018,alaska,0.43,-108.0
596,asian,306.0,1071.0,529.0,542.0,0.52,0.27,0.68,0.56,2018,alaska,0.43,-35.0
597,black,100.0,979.0,508.0,471.0,0.25,0.34,0.64,0.27,2018,alaska,0.43,-127.0
598,latino,282.0,1048.0,536.0,513.0,0.39,0.23,0.75,0.41,2018,alaska,0.43,-58.0
599,pacific,32.0,977.0,493.0,484.0,0.28,0.41,0.59,0.28,2018,alaska,0.43,-129.0
600,white,1866.0,1145.0,585.0,561.0,0.63,0.1,0.89,0.64,2018,alaska,0.43,39.0
601,multi,415.0,1108.0,559.0,549.0,0.55,0.16,0.81,0.58,2018,alaska,0.43,2.0
602,no_race,103.0,1060.0,541.0,519.0,0.43,0.24,0.74,0.45,2018,alaska,0.43,-46.0
603,female,1900.0,1088.0,559.0,528.0,0.49,0.18,0.81,0.5,2018,alaska,0.43,-18.0
604,male,1433.0,1131.0,565.0,566.0,0.62,0.15,0.83,0.65,2018,alaska,0.43,25.0
605,total,20188.0,1149.0,577.0,572.0,0.66,0.11,0.87,0.68,2018,arizona,0.29,0.0
606,native,175.0,1043.0,519.0,524.0,0.43,0.27,0.69,0.47,2018,arizona,0.29,-106.0
607,asian,1483.0,1248.0,608.0,640.0,0.82,0.05,0.91,0.86,2018,arizona,0.29,99.0
608,black,918.0,1045.0,531.0,515.0,0.42,0.26,0.72,0.44,2018,arizona,0.29,-104.0
609,latino,5909.0,1082.0,546.0,537.0,0.52,0.19,0.79,0.54,2018,arizona,0.29,-67.0
610,pacific,53.0,1143.0,573.0,570.0,0.66,0.11,0.89,0.66,2018,arizona,0.29,-6.0
611,white,10387.0,1183.0,594.0,588.0,0.74,0.06,0.92,0.75,2018,arizona,0.29,34.0
612,multi,832.0,1170.0,591.0,579.0,0.69,0.09,0.9,0.7,2018,arizona,0.29,21.0
613,no_race,431.0,1128.0,568.0,560.0,0.6,0.15,0.84,0.61,2018,arizona,0.29,-21.0
614,female,11357.0,1132.0,575.0,557.0,0.61,0.12,0.87,0.62,2018,arizona,0.29,-17.0
615,male,8830.0,1171.0,580.0,592.0,0.72,0.1,0.87,0.75,2018,arizona,0.29,22.0
616,total,1591.0,1169.0,592.0,576.0,0.65,0.13,0.85,0.67,2018,arkansas,0.05,0.0
617,native,7.0,,,,,,,,2018,arkansas,0.05,
618,asian,142.0,1274.0,609.0,666.0,0.82,0.07,0.85,0.9,2018,arkansas,0.05,105.0
619,black,141.0,1036.0,535.0,501.0,0.38,0.26,0.73,0.39,2018,arkansas,0.05,-133.0
620,latino,182.0,1069.0,541.0,528.0,0.41,0.26,0.71,0.44,2018,arkansas,0.05,-100.0
621,pacific,5.0,,,,,,,,2018,arkansas,0.05,
622,white,979.0,1203.0,614.0,589.0,0.74,0.08,0.92,0.75,2018,arkansas,0.05,34.0
623,multi,89.0,1141.0,583.0,558.0,0.57,0.13,0.84,0.6,2018,arkansas,0.05,-28.0
624,no_race,46.0,972.0,487.0,485.0,0.2,0.48,0.48,0.24,2018,arkansas,0.05,-197.0
625,female,879.0,1155.0,591.0,563.0,0.63,0.12,0.86,0.64,2018,arkansas,0.05,-14.0
626,male,712.0,1186.0,594.0,592.0,0.68,0.14,0.84,0.7,2018,arkansas,0.05,17.0
627,total,262228.0,1076.0,540.0,536.0,0.48,0.27,0.71,0.5,2018,california,0.6,0.0
628,native,1032.0,969.0,492.0,477.0,0.29,0.45,0.53,0.31,2018,california,0.6,-107.0
629,asian,46615.0,1210.0,590.0,619.0,0.74,0.1,0.86,0.77,2018,california,0.6,134.0
630,black,12871.0,967.0,494.0,473.0,0.26,0.44,0.54,0.27,2018,california,0.6,-109.0
631,latino,122525.0,990.0,501.0,490.0,0.3,0.39,0.59,0.33,2018,california,0.6,-86.0
632,pacific,1323.0,1020.0,513.0,507.0,0.37,0.33,0.64,0.39,2018,california,0.6,-56.0
633,white,59845.0,1167.0,588.0,579.0,0.68,0.1,0.89,0.7,2018,california,0.6,91.0
634,multi,11415.0,1158.0,583.0,575.0,0.64,0.13,0.86,0.66,2018,california,0.6,82.0
635,no_race,6602.0,986.0,497.0,489.0,0.32,0.46,0.52,0.34,2018,california,0.6,-90.0
636,female,142745.0,1061.0,538.0,523.0,0.44,0.27,0.71,0.45,2018,california,0.6,-15.0
637,male,119474.0,1093.0,542.0,552.0,0.53,0.26,0.71,0.56,2018,california,0.6,17.0
638,total,58790.0,1025.0,519.0,506.0,0.4,0.35,0.63,0.42,2018,colorado,1.0,0.0
639,native,531.0,922.0,468.0,455.0,0.19,0.56,0.42,0.21,2018,colorado,1.0,-103.0
640,asian,2111.0,1119.0,550.0,569.0,0.58,0.22,0.73,0.63,2018,colorado,1.0,94.0
641,black,2553.0,922.0,471.0,451.0,0.2,0.54,0.44,0.21,2018,colorado,1.0,-103.0
642,latino,18204.0,931.0,471.0,460.0,0.21,0.54,0.43,0.23,2018,colorado,1.0,-94.0
643,pacific,126.0,950.0,486.0,465.0,0.23,0.44,0.55,0.25,2018,colorado,1.0,-75.0
644,white,31406.0,1086.0,550.0,535.0,0.52,0.22,0.76,0.54,2018,colorado,1.0,61.0
645,multi,2332.0,1066.0,540.0,525.0,0.47,0.26,0.72,0.49,2018,colorado,1.0,41.0
646,no_race,1527.0,918.0,468.0,449.0,0.19,0.58,0.4,0.21,2018,colorado,1.0,-107.0
647,female,29375.0,1025.0,525.0,501.0,0.38,0.33,0.66,0.4,2018,colorado,1.0,0.0
648,male,29391.0,1025.0,513.0,511.0,0.42,0.36,0.61,0.44,2018,colorado,1.0,0.0
649,total,44700.0,1053.0,535.0,519.0,0.44,0.3,0.68,0.46,2018,connecticut,1.0,0.0
650,native,130.0,973.0,499.0,475.0,0.3,0.36,0.62,0.32,2018,connecticut,1.0,-80.0
651,asian,2574.0,1216.0,592.0,624.0,0.72,0.12,0.84,0.76,2018,connecticut,1.0,163.0
652,black,5241.0,904.0,465.0,439.0,0.15,0.58,0.41,0.16,2018,connecticut,1.0,-149.0
653,latino,8928.0,934.0,477.0,457.0,0.22,0.53,0.46,0.23,2018,connecticut,1.0,-119.0
654,pacific,41.0,918.0,470.0,448.0,0.24,0.54,0.44,0.27,2018,connecticut,1.0,-135.0
655,white,25555.0,1111.0,564.0,547.0,0.56,0.19,0.8,0.57,2018,connecticut,1.0,58.0
656,multi,1303.0,1092.0,556.0,536.0,0.48,0.24,0.75,0.49,2018,connecticut,1.0,39.0
657,no_race,928.0,975.0,498.0,478.0,0.31,0.45,0.54,0.32,2018,connecticut,1.0,-78.0
658,female,22014.0,1058.0,543.0,515.0,0.44,0.28,0.71,0.44,2018,connecticut,1.0,5.0
659,male,22664.0,1049.0,527.0,522.0,0.45,0.33,0.65,0.47,2018,connecticut,1.0,-4.0
660,total,11055.0,998.0,505.0,492.0,0.33,0.4,0.58,0.35,2018,delaware,1.0,0.0
661,native,69.0,906.0,461.0,444.0,0.17,0.57,0.42,0.19,2018,delaware,1.0,-92.0
662,asian,453.0,1224.0,599.0,625.0,0.72,0.11,0.86,0.76,2018,delaware,1.0,226.0
663,black,2361.0,909.0,463.0,447.0,0.16,0.58,0.41,0.17,2018,delaware,1.0,-89.0
664,latino,1467.0,928.0,471.0,458.0,0.19,0.55,0.43,0.21,2018,delaware,1.0,-70.0
665,pacific,12.0,928.0,473.0,455.0,0.08,0.42,0.5,0.17,2018,delaware,1.0,-70.0
666,white,5114.0,1072.0,544.0,528.0,0.47,0.24,0.74,0.49,2018,delaware,1.0,74.0
667,multi,575.0,992.0,505.0,487.0,0.29,0.39,0.6,0.29,2018,delaware,1.0,-6.0
668,no_race,1004.0,836.0,423.0,413.0,0.08,0.74,0.25,0.09,2018,delaware,1.0,-162.0
669,female,5490.0,1003.0,514.0,489.0,0.32,0.38,0.61,0.33,2018,delaware,1.0,5.0
670,male,5553.0,993.0,497.0,495.0,0.34,0.43,0.55,0.37,2018,delaware,1.0,-5.0
671,total,4985.0,977.0,497.0,480.0,0.31,0.51,0.48,0.33,2018,district-columbia,0.92,0.0
672,native,24.0,772.0,380.0,392.0,0.0,0.92,0.0,0.08,2018,district-columbia,0.92,-205.0
673,asian,121.0,1209.0,591.0,617.0,0.69,0.15,0.79,0.75,2018,district-columbia,0.92,232.0
674,black,2295.0,902.0,460.0,442.0,0.17,0.61,0.38,0.18,2018,district-columbia,0.92,-75.0
675,latino,769.0,953.0,484.0,469.0,0.26,0.53,0.46,0.28,2018,district-columbia,0.92,-24.0
676,pacific,5.0,,,,,,,,2018,district-columbia,0.92,
677,white,858.0,1297.0,660.0,638.0,0.88,0.02,0.97,0.88,2018,district-columbia,0.92,320.0
678,multi,184.0,1097.0,557.0,540.0,0.48,0.33,0.66,0.5,2018,district-columbia,0.92,120.0
679,no_race,729.0,801.0,406.0,395.0,0.08,0.82,0.17,0.09,2018,district-columbia,0.92,-176.0
680,female,2437.0,970.0,498.0,472.0,0.29,0.5,0.49,0.3,2018,district-columbia,0.92,-7.0
681,male,2533.0,985.0,496.0,488.0,0.34,0.51,0.47,0.36,2018,district-columbia,0.92,8.0
682,total,176746.0,1014.0,522.0,493.0,0.35,0.35,0.64,0.37,2018,florida,0.56,0.0
683,native,1098.0,914.0,472.0,441.0,0.15,0.57,0.41,0.17,2018,florida,0.56,-100.0
684,asian,6487.0,1152.0,569.0,583.0,0.63,0.17,0.79,0.67,2018,florida,0.56,138.0
685,black,35313.0,919.0,477.0,442.0,0.17,0.54,0.45,0.18,2018,florida,0.56,-95.0
686,latino,56143.0,1005.0,518.0,486.0,0.32,0.35,0.64,0.34,2018,florida,0.56,-9.0
687,pacific,325.0,948.0,484.0,464.0,0.23,0.5,0.49,0.24,2018,florida,0.56,-66.0
688,white,63799.0,1077.0,552.0,525.0,0.48,0.22,0.76,0.49,2018,florida,0.56,63.0
689,multi,6142.0,1044.0,537.0,507.0,0.4,0.28,0.71,0.42,2018,florida,0.56,30.0
690,no_race,7439.0,875.0,457.0,418.0,0.12,0.65,0.34,0.13,2018,florida,0.56,-139.0
691,female,92234.0,1015.0,527.0,488.0,0.34,0.33,0.67,0.35,2018,florida,0.56,1.0
692,male,84209.0,1015.0,517.0,498.0,0.37,0.37,0.61,0.39,2018,florida,0.56,1.0
693,total,74240.0,1064.0,542.0,522.0,0.44,0.24,0.74,0.45,2018,georgia,0.7,0.0
694,native,171.0,1035.0,531.0,504.0,0.42,0.25,0.73,0.43,2018,georgia,0.7,-29.0
695,asian,4517.0,1212.0,591.0,621.0,0.74,0.11,0.85,0.78,2018,georgia,0.7,148.0
696,black,23743.0,965.0,495.0,470.0,0.22,0.42,0.57,0.23,2018,georgia,0.7,-99.0
697,latino,8431.0,1029.0,523.0,506.0,0.36,0.3,0.68,0.38,2018,georgia,0.7,-35.0
698,pacific,71.0,1053.0,535.0,518.0,0.44,0.23,0.77,0.44,2018,georgia,0.7,-11.0
699,white,33027.0,1126.0,574.0,552.0,0.58,0.12,0.87,0.59,2018,georgia,0.7,62.0
700,multi,2730.0,1088.0,555.0,533.0,0.48,0.18,0.8,0.49,2018,georgia,0.7,24.0
701,no_race,1550.0,993.0,508.0,485.0,0.3,0.39,0.61,0.31,2018,georgia,0.7,-71.0
702,female,41217.0,1053.0,541.0,511.0,0.4,0.25,0.74,0.41,2018,georgia,0.7,-11.0
703,male,33011.0,1079.0,543.0,536.0,0.49,0.24,0.74,0.51,2018,georgia,0.7,15.0
704,total,7880.0,1099.0,550.0,549.0,0.54,0.18,0.79,0.57,2018,hawaii,0.56,0.0
705,native,7.0,,,,,,,,2018,hawaii,0.56,
706,asian,2890.0,1129.0,556.0,573.0,0.62,0.16,0.8,0.66,2018,hawaii,0.56,30.0
707,black,96.0,1041.0,534.0,508.0,0.36,0.24,0.75,0.38,2018,hawaii,0.56,-58.0
708,latino,1108.0,1067.0,541.0,526.0,0.45,0.2,0.78,0.48,2018,hawaii,0.56,-32.0
709,pacific,753.0,989.0,497.0,492.0,0.3,0.37,0.61,0.32,2018,hawaii,0.56,-110.0
710,white,820.0,1145.0,584.0,561.0,0.6,0.1,0.88,0.62,2018,hawaii,0.56,46.0
711,multi,2082.0,1103.0,555.0,548.0,0.55,0.16,0.81,0.58,2018,hawaii,0.56,4.0
712,no_race,124.0,1034.0,518.0,516.0,0.43,0.35,0.63,0.45,2018,hawaii,0.56,-65.0
713,female,4427.0,1091.0,551.0,540.0,0.52,0.18,0.79,0.54,2018,hawaii,0.56,-8.0
714,male,3452.0,1109.0,549.0,560.0,0.57,0.19,0.78,0.61,2018,hawaii,0.56,10.0
715,total,20484.0,1001.0,508.0,493.0,0.33,0.38,0.6,0.35,2018,idaho,1.0,0.0
716,native,281.0,896.0,453.0,443.0,0.14,0.67,0.32,0.15,2018,idaho,1.0,-105.0
717,asian,303.0,1112.0,546.0,567.0,0.56,0.22,0.72,0.62,2018,idaho,1.0,111.0
718,black,194.0,912.0,464.0,448.0,0.15,0.55,0.42,0.18,2018,idaho,1.0,-89.0
719,latino,2943.0,925.0,469.0,456.0,0.17,0.55,0.43,0.19,2018,idaho,1.0,-76.0
720,pacific,61.0,958.0,484.0,474.0,0.25,0.46,0.54,0.25,2018,idaho,1.0,-43.0
721,white,12837.0,1039.0,528.0,511.0,0.4,0.29,0.69,0.42,2018,idaho,1.0,38.0
722,multi,579.0,1049.0,535.0,513.0,0.39,0.26,0.72,0.41,2018,idaho,1.0,48.0
723,no_race,3286.0,921.0,467.0,454.0,0.17,0.55,0.43,0.19,2018,idaho,1.0,-80.0
724,female,10067.0,1005.0,517.0,489.0,0.31,0.34,0.64,0.32,2018,idaho,1.0,4.0
725,male,10408.0,998.0,500.0,497.0,0.35,0.41,0.56,0.37,2018,idaho,1.0,-3.0
726,total,145919.0,1019.0,513.0,506.0,0.38,0.38,0.6,0.4,2018,illinois,0.99,0.0
727,native,742.0,894.0,448.0,446.0,0.16,0.64,0.33,0.18,2018,illinois,0.99,-125.0
728,asian,7008.0,1202.0,590.0,613.0,0.73,0.12,0.85,0.76,2018,illinois,0.99,183.0
729,black,15570.0,924.0,471.0,453.0,0.17,0.55,0.43,0.18,2018,illinois,0.99,-95.0
730,latino,30404.0,969.0,488.0,481.0,0.27,0.46,0.52,0.29,2018,illinois,0.99,-50.0
731,pacific,82.0,982.0,492.0,490.0,0.29,0.45,0.49,0.35,2018,illinois,0.99,-37.0
732,white,56511.0,1113.0,560.0,554.0,0.57,0.18,0.8,0.59,2018,illinois,0.99,94.0
733,multi,4290.0,1069.0,540.0,529.0,0.46,0.27,0.71,0.48,2018,illinois,0.99,50.0
734,no_race,31312.0,899.0,453.0,445.0,0.15,0.62,0.36,0.17,2018,illinois,0.99,-120.0
735,female,72719.0,1021.0,519.0,501.0,0.37,0.35,0.64,0.38,2018,illinois,0.99,2.0
736,male,73125.0,1017.0,506.0,511.0,0.39,0.4,0.57,0.42,2018,illinois,0.99,-2.0
737,total,48962.0,1086.0,546.0,539.0,0.52,0.2,0.78,0.54,2018,indiana,0.63,0.0
738,native,121.0,1005.0,502.0,502.0,0.31,0.39,0.56,0.36,2018,indiana,0.63,-81.0
739,asian,1612.0,1164.0,564.0,599.0,0.64,0.16,0.77,0.7,2018,indiana,0.63,78.0
740,black,4353.0,948.0,481.0,467.0,0.21,0.49,0.5,0.22,2018,indiana,0.63,-138.0
741,latino,4632.0,1016.0,512.0,504.0,0.35,0.33,0.64,0.38,2018,indiana,0.63,-70.0
742,pacific,29.0,1116.0,566.0,550.0,0.55,0.1,0.86,0.59,2018,indiana,0.63,30.0
743,white,35610.0,1110.0,559.0,551.0,0.58,0.14,0.84,0.6,2018,indiana,0.63,24.0
744,multi,1788.0,1079.0,546.0,533.0,0.48,0.2,0.78,0.5,2018,indiana,0.63,-7.0
745,no_race,817.0,1035.0,524.0,511.0,0.4,0.3,0.68,0.43,2018,indiana,0.63,-51.0
746,female,26975.0,1071.0,544.0,526.0,0.47,0.21,0.77,0.49,2018,indiana,0.63,-15.0
747,male,21980.0,1104.0,549.0,555.0,0.58,0.18,0.79,0.61,2018,indiana,0.63,18.0
748,total,994.0,1265.0,634.0,631.0,0.81,0.05,0.93,0.82,2018,iowa,0.03,0.0
749,native,1.0,,,,,,,,2018,iowa,0.03,
750,asian,161.0,1344.0,651.0,693.0,0.89,0.03,0.93,0.93,2018,iowa,0.03,79.0
751,black,38.0,1101.0,555.0,546.0,0.5,0.11,0.84,0.55,2018,iowa,0.03,-164.0
752,latino,55.0,1105.0,562.0,543.0,0.53,0.2,0.76,0.56,2018,iowa,0.03,-160.0
753,pacific,0.0,,,,,,,,2018,iowa,0.03,
754,white,658.0,1270.0,641.0,628.0,0.82,0.04,0.95,0.83,2018,iowa,0.03,5.0
755,multi,55.0,1267.0,639.0,628.0,0.87,0.07,0.93,0.87,2018,iowa,0.03,2.0
756,no_race,26.0,1223.0,607.0,615.0,0.77,0.08,0.85,0.85,2018,iowa,0.03,-42.0
757,female,523.0,1242.0,629.0,613.0,0.76,0.06,0.92,0.78,2018,iowa,0.03,-23.0
758,male,471.0,1289.0,639.0,650.0,0.85,0.04,0.94,0.87,2018,iowa,0.03,24.0
759,total,1419.0,1265.0,633.0,631.0,0.8,0.05,0.93,0.83,2018,kansas,0.04,0.0
760,native,6.0,,,,,,,,2018,kansas,0.04,
761,asian,265.0,1309.0,630.0,679.0,0.83,0.05,0.89,0.9,2018,kansas,0.04,44.0
762,black,63.0,1090.0,553.0,537.0,0.54,0.19,0.81,0.54,2018,kansas,0.04,-175.0
763,latino,106.0,1206.0,614.0,592.0,0.7,0.09,0.9,0.71,2018,kansas,0.04,-59.0
764,pacific,3.0,,,,,,,,2018,kansas,0.04,
765,white,852.0,1274.0,643.0,630.0,0.84,0.03,0.96,0.85,2018,kansas,0.04,9.0
766,multi,86.0,1282.0,651.0,631.0,0.77,0.02,0.97,0.78,2018,kansas,0.04,17.0
767,no_race,38.0,1188.0,586.0,602.0,0.68,0.08,0.84,0.76,2018,kansas,0.04,-77.0
768,female,739.0,1241.0,630.0,611.0,0.76,0.06,0.93,0.77,2018,kansas,0.04,-24.0
769,male,680.0,1291.0,637.0,654.0,0.86,0.03,0.93,0.89,2018,kansas,0.04,26.0
770,total,1925.0,1248.0,630.0,618.0,0.78,0.05,0.94,0.79,2018,kentucky,0.04,0.0
771,native,6.0,,,,,,,,2018,kentucky,0.04,
772,asian,228.0,1329.0,643.0,686.0,0.89,0.02,0.94,0.93,2018,kentucky,0.04,81.0
773,black,154.0,1060.0,544.0,516.0,0.4,0.27,0.71,0.42,2018,kentucky,0.04,-188.0
774,latino,87.0,1176.0,605.0,572.0,0.63,0.05,0.93,0.66,2018,kentucky,0.04,-72.0
775,pacific,1.0,,,,,,,,2018,kentucky,0.04,
776,white,1346.0,1264.0,641.0,624.0,0.83,0.03,0.97,0.83,2018,kentucky,0.04,16.0
777,multi,65.0,1218.0,616.0,602.0,0.68,0.09,0.91,0.68,2018,kentucky,0.04,-30.0
778,no_race,38.0,1167.0,596.0,572.0,0.58,0.11,0.87,0.61,2018,kentucky,0.04,-81.0
779,female,1007.0,1219.0,624.0,595.0,0.73,0.05,0.94,0.74,2018,kentucky,0.04,-29.0
780,male,918.0,1280.0,636.0,644.0,0.83,0.05,0.93,0.85,2018,kentucky,0.04,32.0
781,total,2027.0,1210.0,615.0,595.0,0.7,0.09,0.89,0.71,2018,louisiana,0.04,0.0
782,native,11.0,1104.0,576.0,527.0,0.36,0.09,0.91,0.36,2018,louisiana,0.04,-106.0
783,asian,166.0,1291.0,630.0,661.0,0.83,0.07,0.89,0.87,2018,louisiana,0.04,81.0
784,black,355.0,1052.0,542.0,510.0,0.39,0.26,0.72,0.41,2018,louisiana,0.04,-158.0
785,latino,152.0,1191.0,607.0,584.0,0.67,0.12,0.88,0.68,2018,louisiana,0.04,-19.0
786,pacific,4.0,,,,,,,,2018,louisiana,0.04,
787,white,1230.0,1249.0,636.0,614.0,0.77,0.05,0.95,0.78,2018,louisiana,0.04,39.0
788,multi,78.0,1254.0,641.0,613.0,0.82,0.03,0.97,0.82,2018,louisiana,0.04,44.0
789,no_race,31.0,1047.0,547.0,500.0,0.32,0.23,0.77,0.32,2018,louisiana,0.04,-163.0
790,female,1156.0,1177.0,604.0,573.0,0.65,0.1,0.89,0.65,2018,louisiana,0.04,-33.0
791,male,871.0,1253.0,629.0,624.0,0.76,0.09,0.9,0.78,2018,louisiana,0.04,43.0
792,total,14310.0,1013.0,512.0,501.0,0.36,0.36,0.61,0.38,2018,maine,0.99,0.0
793,native,162.0,904.0,458.0,446.0,0.15,0.63,0.36,0.17,2018,maine,0.99,-109.0
794,asian,510.0,1164.0,540.0,624.0,0.61,0.14,0.72,0.75,2018,maine,0.99,151.0
795,black,393.0,907.0,458.0,449.0,0.13,0.59,0.37,0.17,2018,maine,0.99,-106.0
796,latino,354.0,1007.0,513.0,494.0,0.34,0.37,0.62,0.35,2018,maine,0.99,-6.0
797,pacific,5.0,,,,,,,,2018,maine,0.99,
798,white,9890.0,1048.0,532.0,517.0,0.43,0.29,0.7,0.45,2018,maine,0.99,35.0
799,multi,372.0,1045.0,531.0,514.0,0.39,0.26,0.71,0.42,2018,maine,0.99,32.0
800,no_race,2624.0,872.0,442.0,430.0,0.11,0.67,0.32,0.13,2018,maine,0.99,-141.0
801,female,6899.0,1021.0,523.0,499.0,0.35,0.32,0.66,0.37,2018,maine,0.99,8.0
802,male,7409.0,1006.0,502.0,504.0,0.37,0.4,0.57,0.4,2018,maine,0.99,-7.0
803,total,48040.0,1080.0,545.0,535.0,0.49,0.26,0.72,0.51,2018,maryland,0.76,0.0
804,native,169.0,969.0,491.0,477.0,0.29,0.47,0.52,0.3,2018,maryland,0.76,-111.0
805,asian,3995.0,1227.0,598.0,629.0,0.74,0.11,0.86,0.78,2018,maryland,0.76,147.0
806,black,14783.0,956.0,488.0,467.0,0.23,0.47,0.52,0.25,2018,maryland,0.76,-124.0
807,latino,4791.0,1036.0,526.0,510.0,0.38,0.31,0.67,0.4,2018,maryland,0.76,-44.0
